"Consumer","Frequency","Gender","Age","Homesize","Work","Income","Preference","Sweetness","BITTER","Crisp","product","cultivar","region"
"196","1","2","3","1","3","3",4,2,2,2,"Major_E","Major","Ejstrupholm"
"196","1","2","3","1","3","3",4,2,1,3,"Major_L","Major","Lammefjord"
"196","1","2","3","1","3","3",4,2,1,2,"Navar_E","Navar","Ejstrupholm"
"196","1","2","3","1","3","3",4,3,2,3,"Navar_L","Navar","Lammefjord"
"196","1","2","3","1","3","3",4,1,1,3,"Nelson_E","Nelson","Ejstrupholm"
"196","1","2","3","1","3","3",5,3,2,5,"Nelson_L","Nelson","Lammefjord"
"196","1","2","3","1","3","3",4,2,1,3,"Turbo_E","Turbo","Ejstrupholm"
"196","1","2","3","1","3","3",3,2,2,1,"Turbo_L","Turbo","Lammefjord"
"196","1","2","3","1","3","3",5,2,1,3,"Yukon_E","Yukon","Ejstrupholm"
"196","1","2","3","1","3","3",5,3,1,3,"Yukon_L","Yukon","Lammefjord"
"197","1","2","3","1","4",NA,3,2,3,2,"Bolero_E","Bolero","Ejstrupholm"
"197","1","2","3","1","4",NA,5,3,2,2,"Bolero_L","Bolero","Lammefjord"
"197","1","2","3","1","4",NA,4,2,2,1,"Major_E","Major","Ejstrupholm"
"197","1","2","3","1","4",NA,5,3,3,2,"Major_L","Major","Lammefjord"
"197","1","2","3","1","4",NA,5,3,2,2,"Navar_E","Navar","Ejstrupholm"
"197","1","2","3","1","4",NA,5,3,2,2,"Navar_L","Navar","Lammefjord"
"197","1","2","3","1","4",NA,6,4,2,3,"Nelson_E","Nelson","Ejstrupholm"
"197","1","2","3","1","4",NA,7,4,2,2,"Nelson_L","Nelson","Lammefjord"
"197","1","2","3","1","4",NA,6,3,1,2,"Turbo_E","Turbo","Ejstrupholm"
"197","1","2","3","1","4",NA,6,2,2,2,"Turbo_L","Turbo","Lammefjord"
"197","1","2","3","1","4",NA,4,2,2,2,"Yukon_E","Yukon","Ejstrupholm"
"197","1","2","3","1","4",NA,4,2,4,2,"Yukon_L","Yukon","Lammefjord"
"198","2","2","3","3","4","2",5,4,2,3,"Bolero_E","Bolero","Ejstrupholm"
"198","2","2","3","3","4","2",5,4,2,3,"Bolero_L","Bolero","Lammefjord"
"198","2","2","3","3","4","2",4,3,2,3,"Major_E","Major","Ejstrupholm"
"198","2","2","3","3","4","2",3,1,4,2,"Major_L","Major","Lammefjord"
"198","2","2","3","3","4","2",6,5,2,4,"Navar_E","Navar","Ejstrupholm"
"198","2","2","3","3","4","2",5,3,2,3,"Navar_L","Navar","Lammefjord"
"198","2","2","3","3","4","2",4,2,1,2,"Nelson_E","Nelson","Ejstrupholm"
"198","2","2","3","3","4","2",6,5,1,5,"Nelson_L","Nelson","Lammefjord"
"198","2","2","3","3","4","2",4,3,2,2,"Turbo_E","Turbo","Ejstrupholm"
"198","2","2","3","3","4","2",5,4,2,3,"Turbo_L","Turbo","Lammefjord"
"198","2","2","3","3","4","2",5,4,1,4,"Yukon_E","Yukon","Ejstrupholm"
"198","2","2","3","3","4","2",4,2,2,2,"Yukon_L","Yukon","Lammefjord"
"199","1","2","4","3","7",NA,5,3,2,3,"Bolero_E","Bolero","Ejstrupholm"
"199","1","2","4","3","7",NA,6,5,2,3,"Bolero_L","Bolero","Lammefjord"
"199","1","2","4","3","7",NA,4,2,1,3,"Major_E","Major","Ejstrupholm"
"199","1","2","4","3","7",NA,5,2,1,2,"Major_L","Major","Lammefjord"
"199","1","2","4","3","7",NA,4,2,1,2,"Navar_E","Navar","Ejstrupholm"
"199","1","2","4","3","7",NA,6,6,2,4,"Navar_L","Navar","Lammefjord"
"199","1","2","4","3","7",NA,6,3,1,3,"Nelson_E","Nelson","Ejstrupholm"
"199","1","2","4","3","7",NA,4,1,1,1,"Nelson_L","Nelson","Lammefjord"
"199","1","2","4","3","7",NA,4,1,1,1,"Turbo_E","Turbo","Ejstrupholm"
"199","1","2","4","3","7",NA,6,4,2,2,"Turbo_L","Turbo","Lammefjord"
"199","1","2","4","3","7",NA,5,4,3,3,"Yukon_E","Yukon","Ejstrupholm"
"199","1","2","4","3","7",NA,5,4,2,2,"Yukon_L","Yukon","Lammefjord"
"200","1","2","3","3","2",NA,5,3,2,3,"Bolero_E","Bolero","Ejstrupholm"
"200","1","2","3","3","2",NA,6,5,3,4,"Bolero_L","Bolero","Lammefjord"
"200","1","2","3","3","2",NA,4,4,3,4,"Major_E","Major","Ejstrupholm"
"200","1","2","3","3","2",NA,6,5,1,6,"Major_L","Major","Lammefjord"
"200","1","2","3","3","2",NA,5,4,2,3,"Navar_E","Navar","Ejstrupholm"
"200","1","2","3","3","2",NA,6,6,1,6,"Navar_L","Navar","Lammefjord"
"200","1","2","3","3","2",NA,7,5,1,5,"Nelson_E","Nelson","Ejstrupholm"
"200","1","2","3","3","2",NA,7,6,2,6,"Nelson_L","Nelson","Lammefjord"
"200","1","2","3","3","2",NA,6,6,2,5,"Turbo_E","Turbo","Ejstrupholm"
"200","1","2","3","3","2",NA,5,4,5,3,"Turbo_L","Turbo","Lammefjord"
"200","1","2","3","3","2",NA,6,5,2,5,"Yukon_E","Yukon","Ejstrupholm"
"200","1","2","3","3","2",NA,6,4,1,5,"Yukon_L","Yukon","Lammefjord"
"201","2","1","3","3","3","3",5,3,2,3,"Bolero_E","Bolero","Ejstrupholm"
"201","2","1","3","3","3","3",5,4,2,3,"Bolero_L","Bolero","Lammefjord"
"201","2","1","3","3","3","3",4,2,3,3,"Major_E","Major","Ejstrupholm"
"201","2","1","3","3","3","3",5,4,2,4,"Major_L","Major","Lammefjord"
"201","2","1","3","3","3","3",5,3,2,3,"Navar_E","Navar","Ejstrupholm"
"201","2","1","3","3","3","3",5,5,2,4,"Navar_L","Navar","Lammefjord"
"201","2","1","3","3","3","3",4,2,2,3,"Nelson_E","Nelson","Ejstrupholm"
"201","2","1","3","3","3","3",5,4,1,4,"Nelson_L","Nelson","Lammefjord"
"201","2","1","3","3","3","3",4,2,3,4,"Turbo_E","Turbo","Ejstrupholm"
"201","2","1","3","3","3","3",4,4,2,3,"Turbo_L","Turbo","Lammefjord"
"201","2","1","3","3","3","3",5,3,2,3,"Yukon_E","Yukon","Ejstrupholm"
"201","2","1","3","3","3","3",5,4,2,5,"Yukon_L","Yukon","Lammefjord"
"202","1","1","1","3","6","3",5,5,2,4,"Bolero_E","Bolero","Ejstrupholm"
"202","1","1","1","3","6","3",6,6,1,6,"Bolero_L","Bolero","Lammefjord"
"202","1","1","1","3","6","3",4,4,2,3,"Major_E","Major","Ejstrupholm"
"202","1","1","1","3","6","3",3,2,3,2,"Major_L","Major","Lammefjord"
"202","1","1","1","3","6","3",4,4,2,4,"Navar_E","Navar","Ejstrupholm"
"202","1","1","1","3","6","3",5,5,1,5,"Navar_L","Navar","Lammefjord"
"202","1","1","1","3","6","3",5,3,2,3,"Nelson_E","Nelson","Ejstrupholm"
"202","1","1","1","3","6","3",5,5,1,5,"Nelson_L","Nelson","Lammefjord"
"202","1","1","1","3","6","3",4,3,2,2,"Turbo_E","Turbo","Ejstrupholm"
"202","1","1","1","3","6","3",4,2,4,2,"Turbo_L","Turbo","Lammefjord"
"202","1","1","1","3","6","3",4,3,3,3,"Yukon_E","Yukon","Ejstrupholm"
"202","1","1","1","3","6","3",4,5,1,5,"Yukon_L","Yukon","Lammefjord"
"203","1","2","3","1","7","1",5,4,3,3,"Bolero_E","Bolero","Ejstrupholm"
"203","1","2","3","1","7","1",7,6,1,5,"Bolero_L","Bolero","Lammefjord"
"203","1","2","3","1","7","1",4,2,2,1,"Major_E","Major","Ejstrupholm"
"203","1","2","3","1","7","1",6,3,2,4,"Major_L","Major","Lammefjord"
"203","1","2","3","1","7","1",5,5,1,5,"Navar_E","Navar","Ejstrupholm"
"203","1","2","3","1","7","1",5,3,1,3,"Navar_L","Navar","Lammefjord"
"203","1","2","3","1","7","1",4,2,1,3,"Nelson_E","Nelson","Ejstrupholm"
"203","1","2","3","1","7","1",4,4,2,5,"Nelson_L","Nelson","Lammefjord"
"203","1","2","3","1","7","1",5,2,1,3,"Turbo_E","Turbo","Ejstrupholm"
"203","1","2","3","1","7","1",3,3,3,3,"Turbo_L","Turbo","Lammefjord"
"203","1","2","3","1","7","1",4,3,1,2,"Yukon_E","Yukon","Ejstrupholm"
"203","1","2","3","1","7","1",5,5,2,5,"Yukon_L","Yukon","Lammefjord"
"204","1","1","4","1","7","2",6,2,3,2,"Bolero_E","Bolero","Ejstrupholm"
"204","1","1","4","1","7","2",6,4,1,4,"Bolero_L","Bolero","Lammefjord"
"204","1","1","4","1","7","2",4,2,1,2,"Major_E","Major","Ejstrupholm"
"204","1","1","4","1","7","2",6,4,2,3,"Major_L","Major","Lammefjord"
"204","1","1","4","1","7","2",4,3,1,3,"Navar_E","Navar","Ejstrupholm"
"204","1","1","4","1","7","2",6,4,2,4,"Navar_L","Navar","Lammefjord"
"204","1","1","4","1","7","2",6,3,1,5,"Nelson_E","Nelson","Ejstrupholm"
"204","1","1","4","1","7","2",5,4,2,4,"Nelson_L","Nelson","Lammefjord"
"204","1","1","4","1","7","2",3,1,2,2,"Turbo_E","Turbo","Ejstrupholm"
"204","1","1","4","1","7","2",4,2,2,2,"Turbo_L","Turbo","Lammefjord"
"204","1","1","4","1","7","2",4,4,2,4,"Yukon_E","Yukon","Ejstrupholm"
"204","1","1","4","1","7","2",6,4,2,4,"Yukon_L","Yukon","Lammefjord"
"205","1","2","4","1","7","2",6,4,2,4,"Bolero_E","Bolero","Ejstrupholm"
"205","1","2","4","1","7","2",5,3,2,3,"Bolero_L","Bolero","Lammefjord"
"205","1","2","4","1","7","2",4,2,1,2,"Major_E","Major","Ejstrupholm"
"205","1","2","4","1","7","2",4,3,2,4,"Major_L","Major","Lammefjord"
"205","1","2","4","1","7","2",3,2,4,2,"Navar_E","Navar","Ejstrupholm"
"205","1","2","4","1","7","2",5,5,2,5,"Navar_L","Navar","Lammefjord"
"205","1","2","4","1","7","2",5,5,1,5,"Nelson_E","Nelson","Ejstrupholm"
"205","1","2","4","1","7","2",6,5,1,5,"Nelson_L","Nelson","Lammefjord"
"205","1","2","4","1","7","2",3,2,5,2,"Turbo_E","Turbo","Ejstrupholm"
"205","1","2","4","1","7","2",6,5,1,5,"Turbo_L","Turbo","Lammefjord"
"205","1","2","4","1","7","2",5,3,2,3,"Yukon_E","Yukon","Ejstrupholm"
"205","1","2","4","1","7","2",6,5,1,5,"Yukon_L","Yukon","Lammefjord"
"206","1","1","4","3","7","2",4,4,2,5,"Bolero_E","Bolero","Ejstrupholm"
"206","1","1","4","3","7","2",7,7,1,6,"Bolero_L","Bolero","Lammefjord"
"206","1","1","4","3","7","2",3,3,4,4,"Major_E","Major","Ejstrupholm"
"206","1","1","4","3","7","2",5,5,2,3,"Major_L","Major","Lammefjord"
"206","1","1","4","3","7","2",5,3,4,3,"Navar_E","Navar","Ejstrupholm"
"206","1","1","4","3","7","2",5,4,3,3,"Navar_L","Navar","Lammefjord"
"206","1","1","4","3","7","2",5,5,2,5,"Nelson_E","Nelson","Ejstrupholm"
"206","1","1","4","3","7","2",5,4,3,4,"Nelson_L","Nelson","Lammefjord"
"206","1","1","4","3","7","2",4,2,3,2,"Turbo_E","Turbo","Ejstrupholm"
"206","1","1","4","3","7","2",6,6,2,5,"Turbo_L","Turbo","Lammefjord"
"206","1","1","4","3","7","2",4,3,4,2,"Yukon_E","Yukon","Ejstrupholm"
"206","1","1","4","3","7","2",7,6,1,6,"Yukon_L","Yukon","Lammefjord"
"207","1","2","4","3","7","2",4,3,3,2,"Bolero_E","Bolero","Ejstrupholm"
"207","1","2","4","3","7","2",5,4,4,4,"Bolero_L","Bolero","Lammefjord"
"207","1","2","4","3","7","2",4,4,4,3,"Major_E","Major","Ejstrupholm"
"207","1","2","4","3","7","2",6,5,2,4,"Major_L","Major","Lammefjord"
"207","1","2","4","3","7","2",5,6,4,4,"Navar_E","Navar","Ejstrupholm"
"207","1","2","4","3","7","2",3,2,5,1,"Navar_L","Navar","Lammefjord"
"207","1","2","4","3","7","2",6,4,3,5,"Nelson_E","Nelson","Ejstrupholm"
"207","1","2","4","3","7","2",7,5,2,6,"Nelson_L","Nelson","Lammefjord"
"207","1","2","4","3","7","2",3,2,4,1,"Turbo_E","Turbo","Ejstrupholm"
"207","1","2","4","3","7","2",6,5,2,2,"Turbo_L","Turbo","Lammefjord"
"207","1","2","4","3","7","2",5,3,3,3,"Yukon_E","Yukon","Ejstrupholm"
"207","1","2","4","3","7","2",5,4,3,2,"Yukon_L","Yukon","Lammefjord"
"208","3","2","3","1","1","3",6,2,3,4,"Bolero_E","Bolero","Ejstrupholm"
"208","3","2","3","1","1","3",5,1,2,4,"Bolero_L","Bolero","Lammefjord"
"208","3","2","3","1","1","3",4,1,1,2,"Major_E","Major","Ejstrupholm"
"208","3","2","3","1","1","3",5,3,1,4,"Major_L","Major","Lammefjord"
"208","3","2","3","1","1","3",7,3,1,5,"Navar_E","Navar","Ejstrupholm"
"208","3","2","3","1","1","3",4,3,5,4,"Navar_L","Navar","Lammefjord"
"208","3","2","3","1","1","3",4,3,1,3,"Nelson_E","Nelson","Ejstrupholm"
"208","3","2","3","1","1","3",5,4,2,3,"Nelson_L","Nelson","Lammefjord"
"208","3","2","3","1","1","3",4,1,1,2,"Turbo_E","Turbo","Ejstrupholm"
"208","3","2","3","1","1","3",6,4,2,6,"Turbo_L","Turbo","Lammefjord"
"208","3","2","3","1","1","3",4,2,1,2,"Yukon_E","Yukon","Ejstrupholm"
"208","3","2","3","1","1","3",6,6,1,4,"Yukon_L","Yukon","Lammefjord"
"209","1","2","2","3","2","3",4,2,1,2,"Bolero_E","Bolero","Ejstrupholm"
"209","1","2","2","3","2","3",6,5,1,4,"Bolero_L","Bolero","Lammefjord"
"209","1","2","2","3","2","3",5,3,2,2,"Major_E","Major","Ejstrupholm"
"209","1","2","2","3","2","3",5,2,2,2,"Major_L","Major","Lammefjord"
"209","1","2","2","3","2","3",4,2,2,2,"Navar_E","Navar","Ejstrupholm"
"209","1","2","2","3","2","3",6,4,2,3,"Navar_L","Navar","Lammefjord"
"209","1","2","2","3","2","3",4,1,1,2,"Nelson_E","Nelson","Ejstrupholm"
"209","1","2","2","3","2","3",4,1,1,3,"Nelson_L","Nelson","Lammefjord"
"209","1","2","2","3","2","3",4,3,3,2,"Turbo_E","Turbo","Ejstrupholm"
"209","1","2","2","3","2","3",5,3,1,1,"Turbo_L","Turbo","Lammefjord"
"209","1","2","2","3","2","3",3,1,3,1,"Yukon_E","Yukon","Ejstrupholm"
"209","1","2","2","3","2","3",3,2,3,2,"Yukon_L","Yukon","Lammefjord"
"210","3","2","3","1","3","2",3,3,6,2,"Bolero_E","Bolero","Ejstrupholm"
"210","3","2","3","1","3","2",6,5,1,3,"Bolero_L","Bolero","Lammefjord"
"210","3","2","3","1","3","2",4,2,3,1,"Major_E","Major","Ejstrupholm"
"210","3","2","3","1","3","2",3,2,4,1,"Major_L","Major","Lammefjord"
"210","3","2","3","1","3","2",4,3,3,2,"Navar_E","Navar","Ejstrupholm"
"210","3","2","3","1","3","2",5,4,3,2,"Navar_L","Navar","Lammefjord"
"210","3","2","3","1","3","2",3,3,3,1,"Nelson_E","Nelson","Ejstrupholm"
"210","3","2","3","1","3","2",2,2,3,1,"Nelson_L","Nelson","Lammefjord"
"210","3","2","3","1","3","2",5,5,1,2,"Turbo_E","Turbo","Ejstrupholm"
"210","3","2","3","1","3","2",6,5,2,3,"Turbo_L","Turbo","Lammefjord"
"210","3","2","3","1","3","2",4,2,3,1,"Yukon_E","Yukon","Ejstrupholm"
"210","3","2","3","1","3","2",4,5,5,1,"Yukon_L","Yukon","Lammefjord"
"211","1","2","3","1","3","2",4,3,1,3,"Bolero_E","Bolero","Ejstrupholm"
"211","1","2","3","1","3","2",7,6,1,5,"Bolero_L","Bolero","Lammefjord"
"211","1","2","3","1","3","2",5,5,3,3,"Major_E","Major","Ejstrupholm"
"211","1","2","3","1","3","2",3,2,4,3,"Major_L","Major","Lammefjord"
"211","1","2","3","1","3","2",6,5,2,5,"Navar_E","Navar","Ejstrupholm"
"211","1","2","3","1","3","2",7,6,1,6,"Navar_L","Navar","Lammefjord"
"211","1","2","3","1","3","2",7,6,1,5,"Nelson_E","Nelson","Ejstrupholm"
"211","1","2","3","1","3","2",7,6,1,6,"Nelson_L","Nelson","Lammefjord"
"211","1","2","3","1","3","2",5,4,2,2,"Turbo_E","Turbo","Ejstrupholm"
"211","1","2","3","1","3","2",5,6,4,3,"Turbo_L","Turbo","Lammefjord"
"211","1","2","3","1","3","2",4,2,3,2,"Yukon_E","Yukon","Ejstrupholm"
"211","1","2","3","1","3","2",7,7,1,5,"Yukon_L","Yukon","Lammefjord"
"212","1","1","3","3","3","3",4,4,2,4,"Bolero_E","Bolero","Ejstrupholm"
"212","1","1","3","3","3","3",5,3,1,3,"Bolero_L","Bolero","Lammefjord"
"212","1","1","3","3","3","3",3,2,2,2,"Major_E","Major","Ejstrupholm"
"212","1","1","3","3","3","3",3,2,3,2,"Major_L","Major","Lammefjord"
"212","1","1","3","3","3","3",4,2,3,2,"Navar_E","Navar","Ejstrupholm"
"212","1","1","3","3","3","3",5,2,3,3,"Navar_L","Navar","Lammefjord"
"212","1","1","3","3","3","3",5,2,3,3,"Nelson_E","Nelson","Ejstrupholm"
"212","1","1","3","3","3","3",5,3,2,4,"Nelson_L","Nelson","Lammefjord"
"212","1","1","3","3","3","3",5,3,3,3,"Turbo_E","Turbo","Ejstrupholm"
"212","1","1","3","3","3","3",3,2,4,2,"Turbo_L","Turbo","Lammefjord"
"212","1","1","3","3","3","3",4,2,2,2,"Yukon_E","Yukon","Ejstrupholm"
"212","1","1","3","3","3","3",6,4,2,4,"Yukon_L","Yukon","Lammefjord"
"213","1","2","3","3","3","3",4,2,1,2,"Bolero_E","Bolero","Ejstrupholm"
"213","1","2","3","3","3","3",4,3,1,2,"Bolero_L","Bolero","Lammefjord"
"213","1","2","3","3","3","3",4,2,2,2,"Major_E","Major","Ejstrupholm"
"213","1","2","3","3","3","3",3,1,3,2,"Major_L","Major","Lammefjord"
"213","1","2","3","3","3","3",4,2,1,2,"Navar_E","Navar","Ejstrupholm"
"213","1","2","3","3","3","3",5,3,1,3,"Navar_L","Navar","Lammefjord"
"213","1","2","3","3","3","3",4,2,1,2,"Nelson_E","Nelson","Ejstrupholm"
"213","1","2","3","3","3","3",4,2,1,2,"Nelson_L","Nelson","Lammefjord"
"213","1","2","3","3","3","3",4,2,1,2,"Turbo_E","Turbo","Ejstrupholm"
"213","1","2","3","3","3","3",4,2,3,2,"Turbo_L","Turbo","Lammefjord"
"213","1","2","3","3","3","3",4,2,1,2,"Yukon_E","Yukon","Ejstrupholm"
"213","1","2","3","3","3","3",3,1,3,1,"Yukon_L","Yukon","Lammefjord"
"214","1","2","2","3","2","3",4,2,2,4,"Bolero_E","Bolero","Ejstrupholm"
"214","1","2","2","3","2","3",4,5,1,4,"Bolero_L","Bolero","Lammefjord"
"214","1","2","2","3","2","3",4,4,3,5,"Major_E","Major","Ejstrupholm"
"214","1","2","2","3","2","3",5,5,1,5,"Major_L","Major","Lammefjord"
"214","1","2","2","3","2","3",5,5,2,6,"Navar_E","Navar","Ejstrupholm"
"214","1","2","2","3","2","3",6,6,1,6,"Navar_L","Navar","Lammefjord"
"214","1","2","2","3","2","3",6,5,1,4,"Nelson_E","Nelson","Ejstrupholm"
"214","1","2","2","3","2","3",3,4,4,5,"Nelson_L","Nelson","Lammefjord"
"214","1","2","2","3","2","3",4,3,2,5,"Turbo_E","Turbo","Ejstrupholm"
"214","1","2","2","3","2","3",5,4,1,3,"Turbo_L","Turbo","Lammefjord"
"214","1","2","2","3","2","3",4,4,2,5,"Yukon_E","Yukon","Ejstrupholm"
"214","1","2","2","3","2","3",5,5,1,4,"Yukon_L","Yukon","Lammefjord"
"215","1","2","2","3","2","3",4,2,2,4,"Bolero_E","Bolero","Ejstrupholm"
"215","1","2","2","3","2","3",5,5,1,4,"Bolero_L","Bolero","Lammefjord"
"215","1","2","2","3","2","3",4,2,3,1,"Major_E","Major","Ejstrupholm"
"215","1","2","2","3","2","3",5,3,3,4,"Major_L","Major","Lammefjord"
"215","1","2","2","3","2","3",3,3,3,4,"Navar_E","Navar","Ejstrupholm"
"215","1","2","2","3","2","3",4,2,4,3,"Navar_L","Navar","Lammefjord"
"215","1","2","2","3","2","3",3,3,3,4,"Nelson_E","Nelson","Ejstrupholm"
"215","1","2","2","3","2","3",5,3,4,3,"Nelson_L","Nelson","Lammefjord"
"215","1","2","2","3","2","3",4,3,3,5,"Turbo_E","Turbo","Ejstrupholm"
"215","1","2","2","3","2","3",4,3,2,3,"Turbo_L","Turbo","Lammefjord"
"215","1","2","2","3","2","3",3,3,3,5,"Yukon_E","Yukon","Ejstrupholm"
"215","1","2","2","3","2","3",3,2,5,2,"Yukon_L","Yukon","Lammefjord"
"216","1","2","2","3","3","3",3,4,5,4,"Bolero_E","Bolero","Ejstrupholm"
"216","1","2","2","3","3","3",7,5,1,6,"Bolero_L","Bolero","Lammefjord"
"216","1","2","2","3","3","3",5,2,2,4,"Major_E","Major","Ejstrupholm"
"216","1","2","2","3","3","3",3,2,5,3,"Major_L","Major","Lammefjord"
"216","1","2","2","3","3","3",5,4,4,3,"Navar_E","Navar","Ejstrupholm"
"216","1","2","2","3","3","3",5,6,1,6,"Navar_L","Navar","Lammefjord"
"216","1","2","2","3","3","3",3,3,3,3,"Nelson_E","Nelson","Ejstrupholm"
"216","1","2","2","3","3","3",5,4,2,5,"Nelson_L","Nelson","Lammefjord"
"216","1","2","2","3","3","3",6,6,1,6,"Turbo_E","Turbo","Ejstrupholm"
"216","1","2","2","3","3","3",5,6,1,5,"Turbo_L","Turbo","Lammefjord"
"216","1","2","2","3","3","3",4,4,5,4,"Yukon_E","Yukon","Ejstrupholm"
"216","1","2","2","3","3","3",5,4,2,2,"Yukon_L","Yukon","Lammefjord"
"217","1","2","2","3","3","3",3,2,5,2,"Bolero_E","Bolero","Ejstrupholm"
"217","1","2","2","3","3","3",6,5,5,4,"Bolero_L","Bolero","Lammefjord"
"217","1","2","2","3","3","3",3,3,5,2,"Major_E","Major","Ejstrupholm"
"217","1","2","2","3","3","3",5,3,4,2,"Major_L","Major","Lammefjord"
"217","1","2","2","3","3","3",3,2,1,3,"Navar_E","Navar","Ejstrupholm"
"217","1","2","2","3","3","3",5,5,2,5,"Navar_L","Navar","Lammefjord"
"217","1","2","2","3","3","3",5,5,1,5,"Nelson_E","Nelson","Ejstrupholm"
"217","1","2","2","3","3","3",5,4,1,3,"Nelson_L","Nelson","Lammefjord"
"217","1","2","2","3","3","3",3,3,4,2,"Turbo_E","Turbo","Ejstrupholm"
"217","1","2","2","3","3","3",4,3,3,3,"Turbo_L","Turbo","Lammefjord"
"217","1","2","2","3","3","3",4,2,5,2,"Yukon_E","Yukon","Ejstrupholm"
"217","1","2","2","3","3","3",5,5,4,4,"Yukon_L","Yukon","Lammefjord"
"218","2","1","2","1","3","2",4,2,5,4,"Bolero_E","Bolero","Ejstrupholm"
"218","2","1","2","1","3","2",5,4,4,4,"Bolero_L","Bolero","Lammefjord"
"218","2","1","2","1","3","2",4,2,3,4,"Major_E","Major","Ejstrupholm"
"218","2","1","2","1","3","2",4,3,3,3,"Major_L","Major","Lammefjord"
"218","2","1","2","1","3","2",4,2,2,2,"Navar_E","Navar","Ejstrupholm"
"218","2","1","2","1","3","2",6,4,3,6,"Navar_L","Navar","Lammefjord"
"218","2","1","2","1","3","2",6,4,2,5,"Nelson_E","Nelson","Ejstrupholm"
"218","2","1","2","1","3","2",4,3,2,4,"Nelson_L","Nelson","Lammefjord"
"218","2","1","2","1","3","2",5,2,2,4,"Turbo_E","Turbo","Ejstrupholm"
"218","2","1","2","1","3","2",5,2,2,4,"Turbo_L","Turbo","Lammefjord"
"218","2","1","2","1","3","2",4,1,2,4,"Yukon_E","Yukon","Ejstrupholm"
"218","2","1","2","1","3","2",3,2,4,4,"Yukon_L","Yukon","Lammefjord"
"222","1","2","3","1","3","2",5,5,2,3,"Bolero_E","Bolero","Ejstrupholm"
"222","1","2","3","1","3","2",6,5,1,3,"Bolero_L","Bolero","Lammefjord"
"222","1","2","3","1","3","2",3,1,3,2,"Major_E","Major","Ejstrupholm"
"222","1","2","3","1","3","2",5,2,2,4,"Major_L","Major","Lammefjord"
"222","1","2","3","1","3","2",6,2,3,3,"Navar_E","Navar","Ejstrupholm"
"222","1","2","3","1","3","2",6,2,2,3,"Navar_L","Navar","Lammefjord"
"222","1","2","3","1","3","2",5,3,1,2,"Nelson_E","Nelson","Ejstrupholm"
"222","1","2","3","1","3","2",4,3,2,4,"Nelson_L","Nelson","Lammefjord"
"222","1","2","3","1","3","2",4,1,1,2,"Turbo_E","Turbo","Ejstrupholm"
"222","1","2","3","1","3","2",4,2,2,3,"Turbo_L","Turbo","Lammefjord"
"222","1","2","3","1","3","2",5,3,1,3,"Yukon_E","Yukon","Ejstrupholm"
"222","1","2","3","1","3","2",6,5,1,2,"Yukon_L","Yukon","Lammefjord"
"223","2","1","3","1","7","3",5,3,2,3,"Bolero_E","Bolero","Ejstrupholm"
"223","2","1","3","1","7","3",5,5,2,4,"Bolero_L","Bolero","Lammefjord"
"223","2","1","3","1","7","3",6,4,4,5,"Major_E","Major","Ejstrupholm"
"223","2","1","3","1","7","3",5,3,4,4,"Major_L","Major","Lammefjord"
"223","2","1","3","1","7","3",5,4,2,2,"Navar_E","Navar","Ejstrupholm"
"223","2","1","3","1","7","3",4,3,3,3,"Navar_L","Navar","Lammefjord"
"223","2","1","3","1","7","3",4,4,5,5,"Nelson_E","Nelson","Ejstrupholm"
"223","2","1","3","1","7","3",6,5,2,5,"Nelson_L","Nelson","Lammefjord"
"223","2","1","3","1","7","3",5,5,2,4,"Turbo_E","Turbo","Ejstrupholm"
"223","2","1","3","1","7","3",5,3,3,4,"Turbo_L","Turbo","Lammefjord"
"223","2","1","3","1","7","3",4,4,2,3,"Yukon_E","Yukon","Ejstrupholm"
"223","2","1","3","1","7","3",5,3,2,3,"Yukon_L","Yukon","Lammefjord"
"224","3","2","1","3","2","3",6,4,1,5,"Bolero_E","Bolero","Ejstrupholm"
"224","3","2","1","3","2","3",5,4,1,4,"Bolero_L","Bolero","Lammefjord"
"224","3","2","1","3","2","3",3,2,3,1,"Major_E","Major","Ejstrupholm"
"224","3","2","1","3","2","3",5,2,4,3,"Major_L","Major","Lammefjord"
"224","3","2","1","3","2","3",5,2,2,2,"Navar_E","Navar","Ejstrupholm"
"224","3","2","1","3","2","3",6,5,1,6,"Navar_L","Navar","Lammefjord"
"224","3","2","1","3","2","3",7,4,2,5,"Nelson_E","Nelson","Ejstrupholm"
"224","3","2","1","3","2","3",4,2,1,2,"Nelson_L","Nelson","Lammefjord"
"224","3","2","1","3","2","3",3,1,1,1,"Turbo_E","Turbo","Ejstrupholm"
"224","3","2","1","3","2","3",4,3,3,2,"Turbo_L","Turbo","Lammefjord"
"224","3","2","1","3","2","3",4,3,2,2,"Yukon_E","Yukon","Ejstrupholm"
"224","3","2","1","3","2","3",5,4,2,4,"Yukon_L","Yukon","Lammefjord"
"226","1","2","3","1","1","3",5,2,4,4,"Bolero_E","Bolero","Ejstrupholm"
"226","1","2","3","1","1","3",4,2,5,2,"Bolero_L","Bolero","Lammefjord"
"226","1","2","3","1","1","3",5,2,5,2,"Major_E","Major","Ejstrupholm"
"226","1","2","3","1","1","3",4,2,6,3,"Major_L","Major","Lammefjord"
"226","1","2","3","1","1","3",3,2,6,2,"Navar_E","Navar","Ejstrupholm"
"226","1","2","3","1","1","3",5,2,2,4,"Navar_L","Navar","Lammefjord"
